#{"t_start": 1668764818.8630257, "env_id": "AntBulletEnv-v0"}
r,l,t
503.264209,1000,1.659254
211.366787,446,2.004481
49.019203,116,2.090783
475.655117,1000,2.810061
10.096671,34,2.834045
520.919119,1000,3.57054
517.54263,1000,4.300632
506.007533,1000,5.011199
513.929657,1000,5.736376
213.183578,383,6.012677
194.528708,402,6.30172
451.324918,1000,7.022909
466.297826,1000,7.776965
341.224019,1000,10.359291
483.879148,1000,15.089746
462.691442,1000,19.762656
1.51825,33,19.938578
430.732674,1000,24.836841
419.675564,1000,29.654876
4.701216,22,29.798403
450.39384,1000,34.657054
405.991363,1000,39.535365
-0.025049,32,39.689603
0.485388,20,39.771135
1.401929,20,39.857776
420.764256,1000,44.775633
427.487422,1000,49.597752
379.317198,1000,54.475286
252.319414,504,56.928494
365.474345,1000,61.814987
376.95416,1000,66.63158
328.620095,1000,71.511817
72.122472,239,72.704229
364.12835,1000,77.537608
425.546257,1000,88.175652
371.207645,1000,93.013719
50.786964,242,94.209763
253.27552,1000,99.134587
338.703619,1000,103.968238
282.374856,1000,108.868821
426.292073,1000,113.666105
534.192414,1000,118.437532
450.024236,1000,123.146566
525.5797,1000,127.905383
294.1444,1000,132.680945
378.368683,1000,137.449419
344.862654,1000,142.262721
447.942946,1000,147.139601
79.146308,212,148.159038
364.178555,1000,152.933881
477.801847,1000,157.635078
217.533803,363,159.37387
420.735693,709,162.778954
373.016304,639,165.815425
538.522614,1000,170.523176
631.915597,1000,175.285229
553.790697,1000,180.118854
686.47805,1000,184.958947
733.246428,1000,189.741308
510.974952,1000,194.574093
594.890437,1000,199.443528
602.181757,1000,204.333753
704.157844,1000,214.704153
650.090626,1000,219.591131
677.267521,1000,224.460764
557.597208,1000,229.354562
616.180457,1000,234.195989
792.363189,1000,239.082478
587.457839,1000,243.946023
727.251033,1000,248.74795
720.247034,1000,253.443436
730.857355,1000,258.334255
757.363886,1000,263.28067
709.127466,1000,268.335756
824.408613,1000,273.329253
799.218706,1000,278.308494
750.182601,1000,283.286459
764.531864,1000,288.32021
825.035484,1000,293.359872
636.816381,1000,298.475974
581.432579,1000,303.251156
682.018532,1000,307.979369
729.645923,1000,312.652268
640.224717,1000,317.384965
817.087215,1000,322.10546
725.910506,1000,326.842628
749.76872,1000,331.524325
718.921503,1000,341.677974
558.685852,1000,346.523405
815.209619,1000,351.384785
727.610456,1000,356.191786
705.830035,1000,361.063128
777.010226,1000,365.816488
747.77866,1000,370.557087
684.23383,1000,375.367795
765.451885,1000,380.264646
734.938811,858,384.456209
799.876791,1000,389.160125
626.164719,1000,393.916778
493.942338,607,396.791254
654.937029,1000,401.505663
882.655285,1000,406.207966
877.621736,1000,410.85745
841.406256,1000,415.558494
828.104348,1000,420.267155
850.985664,1000,424.975128
908.705181,1000,429.622444
899.627111,1000,434.329361
942.986674,1000,439.042611
920.308234,1000,443.765844
874.377022,1000,448.437008
818.162191,1000,453.16117
942.737311,1000,457.866099
685.034056,1000,467.852306
686.332983,1000,472.515838
864.264005,1000,477.231174
814.449441,1000,481.935529
1061.279181,1000,486.635667
809.6235,1000,491.2898
857.788086,1000,495.999942
986.479978,1000,500.713091
966.485581,1000,505.435652
906.892354,1000,510.108954
865.645722,1000,514.835779
1322.633659,1000,519.561404
1186.39079,1000,524.305015
1017.760346,1000,528.987252
1136.697436,1000,533.731711
911.133292,1000,538.478285
1232.128582,1000,543.201732
780.133025,1000,547.858659
1005.70283,1000,552.562891
932.254242,1000,557.259639
668.695332,1000,561.969382
1071.572909,1000,566.610017
844.823354,1000,571.32598
596.531289,1000,576.063121
899.301673,1000,580.800642
914.487746,1000,590.710879
1215.161253,1000,595.434272
874.064607,1000,600.165437
1080.566494,1000,604.908494
1078.690744,1000,609.5962
716.010571,1000,614.352329
1201.341183,1000,619.043528
952.064932,1000,623.745944
1138.497839,1000,628.384035
1020.627864,1000,633.085768
966.245866,1000,637.779712
1254.150603,1000,642.474647
711.145235,1000,647.12893
924.199836,1000,651.834938
