#{"t_start": 1671681978.5124726, "env_id": "HopperBulletEnv-v0"}
r,l,t
2404.629115,1000,0.812119
2442.139774,1000,1.58902
2408.511559,1000,2.351931
2405.34538,1000,3.113583
2388.35303,1000,3.876641
2410.341265,1000,4.638196
2420.741511,1000,5.400442
2438.631588,1000,6.162849
2413.759246,1000,6.927321
2386.720809,1000,7.690472
2417.048162,1000,8.454059
2416.53012,1000,9.218027
2405.755382,1000,9.982082
2395.348562,1000,10.747036
2414.018644,1000,11.510273
2420.902677,1000,12.272866
2422.507239,1000,13.037424
2417.048639,1000,13.799196
2432.926019,1000,14.562442
2397.329912,1000,15.325846
2418.33453,1000,16.089466
2401.175161,1000,16.854223
2390.305764,1000,17.617648
2399.196976,1000,18.381543
2420.691751,1000,19.144053
2425.035083,1000,19.906649
2412.426982,1000,20.669841
2414.011007,1000,21.432017
2415.159324,1000,22.194729
2408.651777,1000,22.957294
2406.623821,1000,23.721383
2404.648714,1000,24.485462
2412.467609,1000,25.248783
2422.129207,1000,26.01451
2402.653696,1000,26.780517
2405.46088,1000,27.543543
2393.613362,1000,28.3075
2431.852974,1000,29.071404
2396.032799,1000,29.835215
2422.428383,1000,30.598553
2418.810024,1000,31.362654
2421.114499,1000,32.127321
2424.859861,1000,32.890262
2393.82055,1000,33.654425
2393.398559,1000,34.419701
2397.73202,1000,35.185463
2405.332814,1000,35.948887
2403.940309,1000,36.7137
2402.745883,1000,37.477361
2405.052698,1000,38.240208
2406.679198,1000,39.002154
2393.517449,1000,39.764504
2416.964759,1000,40.527367
2413.448266,1000,41.289456
2398.626129,1000,42.052357
2417.269504,1000,42.814575
2420.219701,1000,43.576902
2427.73798,1000,44.33891
2417.304921,1000,45.099634
2413.964316,1000,45.859526
2422.258412,1000,46.620358
2403.663669,1000,47.382309
2397.779843,1000,48.14344
2394.001923,1000,48.904885
2425.906479,1000,49.665539
2429.98428,1000,50.428717
2406.412013,1000,51.192791
2394.448632,1000,51.960391
2407.894327,1000,52.724675
2413.223908,1000,53.486139
2426.694571,1000,54.2482
2405.227097,1000,55.011619
2415.344244,1000,55.773577
2398.661846,1000,56.536771
2386.048407,1000,57.299745
2415.42732,1000,58.064006
2409.348637,1000,58.827403
2411.770533,1000,59.589812
2412.926422,1000,60.355964
2420.1859,1000,61.116571
2410.970346,1000,61.880835
2430.099031,1000,62.644272
2431.886605,1000,63.406518
2415.864382,1000,64.172927
2417.448616,1000,64.936463
2414.327624,1000,65.70011
2421.776867,1000,66.462134
2408.628906,1000,67.226813
2382.119559,1000,67.988808
2399.620054,1000,68.754155
2414.537232,1000,69.517628
2397.178682,1000,70.280275
2417.741551,1000,71.043479
2403.519974,1000,71.80679
2405.656079,1000,72.569733
2421.180468,1000,73.333616
2410.802478,1000,74.095994
2405.490062,1000,74.856928
2425.825214,1000,75.617669
2409.116292,1000,76.377633
2405.352668,1000,77.138866
2403.885899,1000,77.900215
2417.546576,1000,78.662065
2405.404787,1000,79.423612
2395.980433,1000,80.185669
2413.100793,1000,80.947779
2389.33343,1000,81.708468
2426.533481,1000,82.469722
2415.301501,1000,83.230217
2388.971912,1000,83.993648
2381.057958,1000,84.756472
2407.639316,1000,85.518826
2401.314852,1000,86.282879
2396.875871,1000,87.045103
2411.898304,1000,87.807284
2417.589692,1000,88.569346
2418.949805,1000,89.331057
2413.905686,1000,90.094252
2409.247794,1000,90.855932
2406.494829,1000,91.618559
2406.682896,1000,92.380633
2412.518225,1000,93.142119
2407.203131,1000,93.902707
2414.527214,1000,94.66551
2421.043294,1000,95.428791
2424.794473,1000,96.192428
2405.15938,1000,96.955759
2400.81124,1000,97.717908
2404.801227,1000,98.481537
2420.97682,1000,99.243988
2413.040631,1000,100.007061
1101.583462,461,100.358993
2404.184507,1000,101.151958
2409.487144,1000,101.933398
2415.188072,1000,102.699166
2410.554017,1000,103.46447
2402.680136,1000,104.232346
2408.49298,1000,104.998456
2403.701914,1000,105.76504
2413.986825,1000,106.530242
2431.9194,1000,107.294253
2414.837697,1000,108.058251
2404.869089,1000,108.822923
2397.177885,1000,109.587019
2406.961004,1000,110.352005
2383.53185,1000,111.116613
2397.797044,1000,111.882269
2398.548203,1000,112.647427
2404.698422,1000,113.412203
2407.580873,1000,114.177734
2409.27423,1000,114.942312
2407.059098,1000,115.706132
2425.87816,1000,116.470968
2425.004599,1000,117.234974
2401.171657,1000,117.999192
2407.228738,1000,118.763562
2413.59384,1000,119.527269
2430.780622,1000,120.291121
2405.276138,1000,121.055304
2404.324507,1000,121.818949
2443.074245,1000,122.581516
2397.912733,1000,123.34649
2401.497677,1000,124.115227
2406.05346,1000,124.878647
2400.584988,1000,125.641691
2422.273843,1000,126.406677
2433.430089,1000,127.170501
2407.771533,1000,127.933548
2403.939831,1000,128.694392
2425.617849,1000,129.457566
2431.420093,1000,130.219721
2412.147993,1000,130.982524
2428.843023,1000,131.744739
970.201356,415,132.063836
2399.066457,1000,132.829289
2408.758546,1000,133.593861
2407.933039,1000,134.357097
2112.038829,888,135.033972
946.673387,405,135.343265
2403.470103,1000,136.104647
2416.561798,1000,136.868468
2413.367701,1000,137.630146
2391.407054,1000,138.393538
2403.680204,1000,139.15472
2424.848428,1000,139.916635
2418.867321,1000,140.680182
2405.464742,1000,141.441221
2397.931537,1000,142.202873
2415.872744,1000,142.964578
2403.472752,1000,143.726318
2419.601216,1000,144.487979
2404.972298,1000,145.249137
2384.299748,1000,146.012614
2401.022998,1000,146.776014
2409.427985,1000,147.538973
2407.484944,1000,148.300269
2404.729798,1000,149.062152
2403.12542,1000,149.824132
2417.16905,1000,150.584603
2412.12243,1000,151.346875
2389.124126,1000,152.108391
2415.931473,1000,152.870591
2415.493334,1000,153.631236
2425.581316,1000,154.393171
