#{"t_start": 1671796135.0388844, "env_id": "HopperBulletEnv-v0"}
r,l,t
2514.530012,1000,0.838521
2510.909331,1000,1.632012
2515.957847,1000,2.408303
2507.76601,1000,3.183276
2517.192027,1000,3.960187
2517.929095,1000,4.737684
2508.885685,1000,5.515934
2532.696508,1000,6.293669
2508.202024,1000,7.072599
2518.58926,1000,7.850794
2506.152949,1000,8.630674
2513.79753,1000,9.412682
2508.631048,1000,10.193498
2510.213446,1000,10.974854
2502.764751,1000,11.754872
2518.006676,1000,12.534126
2505.093722,1000,13.312956
2514.59656,1000,14.092417
2501.854687,1000,14.871365
2500.74499,1000,15.650132
2504.367443,1000,16.427288
2505.398545,1000,17.205578
2497.24381,1000,17.983064
2520.922466,1000,18.759039
2533.099556,1000,19.537423
2504.119906,1000,20.315143
2509.375866,1000,21.099468
2503.692221,1000,21.877196
2497.47467,1000,22.65518
2506.861779,1000,23.434904
2506.13029,1000,24.213586
2511.78794,1000,24.993931
2512.238296,1000,25.772192
2519.572215,1000,26.548408
2493.039796,1000,27.326497
2503.623916,1000,28.104712
2520.327978,1000,28.883609
2508.746301,1000,29.6617
2505.010616,1000,30.439572
2510.197378,1000,31.218413
2505.812924,1000,31.997504
2515.668148,1000,32.776606
2522.937866,1000,33.559487
2495.354609,1000,34.339526
2509.213777,1000,35.120281
2520.199841,1000,35.900464
2495.149762,1000,36.682194
2514.878257,1000,37.461632
2513.501761,1000,38.241522
2507.831303,1000,39.018892
2510.103856,1000,39.798486
2512.719856,1000,40.578559
2511.579681,1000,41.360493
2511.441058,1000,42.142962
2507.939045,1000,42.923665
2518.924043,1000,43.705229
2512.908773,1000,44.483884
2521.407565,1000,45.26242
2512.370821,1000,46.040988
2486.742207,1000,46.819356
2499.929768,1000,47.598395
2506.975701,1000,48.376077
2518.738768,1000,49.151139
2500.166979,1000,49.926349
2511.392628,1000,50.704037
2498.628056,1000,51.480903
2504.875043,1000,52.257563
2496.841849,1000,53.034176
2516.150496,1000,53.809545
2502.806864,1000,54.584932
2518.511044,1000,55.360285
2493.660205,1000,56.136379
2504.0122,1000,56.912002
2518.361558,1000,57.689509
2517.390667,1000,58.465268
2516.006219,1000,59.241912
966.876728,408,59.559838
2504.533289,1000,60.335733
2513.425104,1000,61.115895
2513.541049,1000,61.891752
2506.458542,1000,62.667161
2514.471439,1000,63.443107
2510.041344,1000,64.21964
2518.703985,1000,64.999016
2502.356839,1000,65.776624
2500.207708,1000,66.553786
2512.504029,1000,67.330549
2510.907678,1000,68.107647
2517.260741,1000,68.884195
2514.212325,1000,69.662799
2522.499016,1000,70.444619
2522.853514,1000,71.22423
2507.173925,1000,72.004104
2524.612485,1000,72.779344
2507.477382,1000,73.558512
2508.807907,1000,74.336213
2516.2732,1000,75.115155
1791.891605,721,75.676003
2521.459986,1000,76.455447
2506.387866,1000,77.234986
2498.098419,1000,78.014735
2508.969443,1000,78.794235
2501.867896,1000,79.573059
2523.822253,1000,80.349962
2485.329308,1000,81.130708
2510.977351,1000,81.909662
2505.276104,1000,82.689259
2533.005239,1000,83.465427
2513.76466,1000,84.242459
2511.122511,1000,85.020326
2517.353027,1000,85.798355
2509.615806,1000,86.575867
2515.961599,1000,87.351106
2489.781097,1000,88.127548
