#{"t_start": 1671742334.7743077, "env_id": "HalfCheetahBulletEnv-v0"}
r,l,t
2548.97405,1000,1.024242
2516.330543,1000,2.008246
2529.258429,1000,2.970845
2540.006472,1000,3.934941
2553.778608,1000,4.897379
2547.856281,1000,5.861137
2558.414058,1000,6.823031
2546.849783,1000,7.786833
2540.139825,1000,8.748157
2547.027287,1000,9.711184
2523.101806,1000,10.674186
2547.608808,1000,11.638819
2550.527833,1000,12.597798
2537.725401,1000,13.558832
2533.904745,1000,14.521245
2565.839121,1000,15.48665
2517.185068,1000,16.44972
2562.043141,1000,17.414231
2531.882199,1000,18.377639
2550.179682,1000,19.343378
2554.805466,1000,20.306669
2552.036458,1000,21.270983
2555.850367,1000,22.233686
2549.266588,1000,23.198616
2527.282457,1000,24.161262
2554.66001,1000,25.125039
2536.726003,1000,26.090749
2524.70119,1000,27.053401
2540.285929,1000,28.016321
2548.984046,1000,28.980137
2554.523655,1000,29.942196
2540.106185,1000,30.906878
2553.569477,1000,31.870101
2541.882613,1000,32.831451
2550.786791,1000,33.800209
2535.041757,1000,34.763995
2553.214679,1000,35.725331
2557.237469,1000,36.691771
2545.36775,1000,37.658463
2522.448522,1000,38.623674
2537.729448,1000,39.585516
2535.531413,1000,40.547132
2554.019282,1000,41.508806
2555.960949,1000,42.475231
2547.499151,1000,43.435714
2553.284299,1000,44.398114
2557.757333,1000,45.358545
2515.804028,1000,46.322541
2524.263095,1000,47.283393
2562.914938,1000,48.246456
2529.327906,1000,49.206712
2514.621416,1000,50.167311
2524.643926,1000,51.131357
2563.047185,1000,52.093395
2538.296592,1000,53.057679
2560.063402,1000,54.018453
2524.967376,1000,54.981394
2508.654578,1000,55.94728
2547.435035,1000,56.91109
2548.113566,1000,57.872618
2536.313488,1000,58.83677
2558.788323,1000,59.800689
2564.647353,1000,60.760487
2555.679104,1000,61.760521
2525.144412,1000,62.737988
2539.219931,1000,63.705962
2540.263324,1000,64.672332
2544.407428,1000,65.637234
2546.73668,1000,66.602914
2533.691501,1000,67.568524
2541.684347,1000,68.532048
2539.41172,1000,69.496977
2544.391801,1000,70.461076
2551.490244,1000,71.426972
2542.122306,1000,72.392395
2548.853518,1000,73.356316
2551.513487,1000,74.321971
2541.281394,1000,75.290035
2554.310862,1000,76.25511
2522.945675,1000,77.218749
2526.575757,1000,78.183046
2563.428982,1000,79.144859
2518.952954,1000,80.104649
2555.52829,1000,81.06971
2565.307196,1000,82.03234
2563.327393,1000,82.99868
2551.999674,1000,83.961252
2546.070918,1000,84.925997
2546.239116,1000,85.890106
2552.446117,1000,86.856098
2557.329638,1000,87.820129
2492.993873,1000,88.782577
2563.191922,1000,89.743608
