#{"t_start": 1671650362.6501672, "env_id": "HalfCheetahBulletEnv-v0"}
r,l,t
2856.770137,1000,0.968991
2820.965586,1000,1.899852
2843.495644,1000,2.82266
2854.3495,1000,3.75234
2833.374872,1000,4.681077
2870.65767,1000,5.602764
2837.60778,1000,6.535726
2848.806742,1000,7.474886
2834.530066,1000,8.397121
2839.651971,1000,9.315892
2859.097657,1000,10.236626
2854.708636,1000,11.154721
2852.955688,1000,12.072832
2844.811575,1000,12.991269
2829.282054,1000,13.910139
2854.289293,1000,14.849307
2839.928564,1000,15.782796
2862.419416,1000,16.704638
2841.481613,1000,17.626516
2842.098258,1000,18.548826
2853.298824,1000,19.468404
2847.109356,1000,20.389731
2850.496884,1000,21.312472
2854.460903,1000,22.235177
2858.39181,1000,23.156164
2852.861344,1000,24.07652
2841.623308,1000,24.998228
2836.370781,1000,25.918957
2842.441135,1000,26.843245
2831.279941,1000,27.764606
2839.579747,1000,28.6868
2840.612902,1000,29.609629
2804.315902,1000,30.531137
2855.169902,1000,31.454637
2857.913738,1000,32.375475
2834.028878,1000,33.301955
2840.452971,1000,34.225783
2853.305336,1000,35.147084
2847.49049,1000,36.07059
2863.034763,1000,36.992251
2848.960231,1000,37.914862
2848.808611,1000,38.837633
2853.368271,1000,39.759823
2847.915086,1000,40.681633
2844.079478,1000,41.601434
2821.126316,1000,42.520866
2849.775319,1000,43.439817
2852.30934,1000,44.360918
2852.26095,1000,45.280902
2839.035449,1000,46.206747
2835.486847,1000,47.125951
2854.871665,1000,48.057742
2875.356117,1000,48.977862
2843.071305,1000,49.899163
2836.729006,1000,50.819438
2845.143792,1000,51.741185
2850.03054,1000,52.663614
2843.985676,1000,53.590697
2839.146143,1000,54.509413
2864.608515,1000,55.431865
2838.336265,1000,56.354566
2851.09785,1000,57.276508
2850.985337,1000,58.196777
2853.185021,1000,59.116348
2858.709622,1000,60.035647
2828.003021,1000,60.954914
2855.715438,1000,61.875439
2852.244162,1000,62.798558
2865.548392,1000,63.719186
2823.610187,1000,64.64147
2860.084373,1000,65.563084
2860.953765,1000,66.484668
2833.920132,1000,67.408279
2838.01846,1000,68.329489
