#{"t_start": 1671726138.5560882, "env_id": "HalfCheetahBulletEnv-v0"}
r,l,t
2593.003063,1000,1.030064
2610.823379,1000,1.987034
2609.60926,1000,2.931913
2597.632406,1000,3.87747
2594.697834,1000,4.822287
2576.29997,1000,5.769079
2583.378798,1000,6.71385
2587.565639,1000,7.660287
2609.304755,1000,8.608747
2611.95016,1000,9.554623
2577.514226,1000,10.501077
2587.265465,1000,11.447563
2599.849642,1000,12.3959
2567.131156,1000,13.344334
2570.841567,1000,14.298993
2574.176902,1000,15.246771
2568.408098,1000,16.194619
2588.198646,1000,17.140362
2611.584752,1000,18.092186
2592.255097,1000,19.041126
2609.497317,1000,19.987426
2574.92657,1000,20.93573
2596.258229,1000,21.883409
2591.623937,1000,22.832006
2597.275103,1000,23.779067
2544.484469,1000,24.722205
2593.816556,1000,25.666855
2602.672859,1000,26.614156
2583.088465,1000,27.561181
2613.494606,1000,28.508043
2579.560707,1000,29.453652
2592.777277,1000,30.40074
2588.270911,1000,31.344899
2592.240384,1000,32.294667
2594.853392,1000,33.239712
2581.621908,1000,34.184601
2618.58557,1000,35.130853
2581.902813,1000,36.076773
2609.416703,1000,37.024537
2585.910208,1000,37.970239
2604.464272,1000,38.917798
2564.248758,1000,39.865388
2599.718469,1000,40.814779
2592.945891,1000,41.763348
2583.31658,1000,42.711446
2579.232774,1000,43.657831
2592.09333,1000,44.6032
2595.636222,1000,45.549325
2628.927609,1000,46.49561
2614.517752,1000,47.443157
2586.042937,1000,48.390254
2573.668333,1000,49.33683
2613.108891,1000,50.284479
2627.30691,1000,51.233848
2583.648234,1000,52.180023
2579.615821,1000,53.129666
2550.625545,1000,54.076488
2591.390343,1000,55.021047
2552.002656,1000,55.966472
2569.469494,1000,56.913014
2566.368911,1000,57.85852
2584.570426,1000,58.802933
2585.994062,1000,59.748689
2561.087604,1000,60.694317
2580.222602,1000,61.641245
2589.810036,1000,62.58732
2589.034502,1000,63.532485
2582.143573,1000,64.480288
2615.967323,1000,65.428907
2558.822509,1000,66.376261
2624.54838,1000,67.323548
2590.890181,1000,68.269768
2583.249247,1000,69.215289
2571.850005,1000,70.161484
2596.862469,1000,71.108385
2592.6471,1000,72.0563
2596.078564,1000,73.003115
2583.529443,1000,73.94824
2591.235351,1000,74.894539
2601.235351,1000,75.841665
2565.459997,1000,76.787812
2611.047509,1000,77.732044
2595.257008,1000,78.672582
2590.087813,1000,79.646446
2600.302816,1000,80.604681
2586.073965,1000,81.549947
2563.210838,1000,82.499921
2583.712193,1000,83.442805
2586.871522,1000,84.385146
2579.465747,1000,85.328827
2614.236887,1000,86.274025
2587.955577,1000,87.221847
2582.911913,1000,88.170027
2599.842178,1000,89.116425
2582.01673,1000,90.064772
2593.157774,1000,91.010643
2581.99182,1000,91.956795
2578.91427,1000,92.904309
2597.430327,1000,93.850556
2604.93353,1000,94.795644
2593.424894,1000,95.741995
2566.369792,1000,96.687966
2600.705184,1000,97.631683
2586.602714,1000,98.57537
2591.033561,1000,99.522436
2604.89518,1000,100.4692
2587.910305,1000,101.413446
2583.056513,1000,102.361914
2626.058223,1000,103.309018
2616.812934,1000,104.25518
2610.633504,1000,105.20103
2613.05856,1000,106.145626
2588.717369,1000,107.092144
2570.700153,1000,108.037913
2576.198802,1000,108.983083
2627.907068,1000,109.928688
2588.342225,1000,110.873842
2586.582963,1000,111.820716
2603.098254,1000,112.768507
2590.280028,1000,113.714091
2590.775646,1000,114.660245
2590.051327,1000,115.606496
2584.731061,1000,116.550595
2605.645692,1000,117.496689
2604.821209,1000,118.442159
2603.959654,1000,119.386951
2605.130821,1000,120.331555
2598.910538,1000,121.27583
2598.460386,1000,122.22028
2605.488783,1000,123.166137
2563.033313,1000,124.109982
2595.527554,1000,125.054055
2581.426497,1000,125.997997
2600.668325,1000,126.943815
2596.05436,1000,127.889269
2597.786493,1000,128.8327
2604.745548,1000,129.778154
2594.882656,1000,130.724628
2615.739238,1000,131.671024
2605.179212,1000,132.618648
2577.019658,1000,133.564098
