#{"t_start": 1668398397.281078, "env_id": "HalfCheetahBulletEnv-v0"}
r,l,t
-1438.744433,1000,1.527887
-1234.415689,1000,2.130427
-1193.472903,1000,2.735551
-1149.539033,1000,3.326498
-1379.596574,1000,3.94205
-1362.20513,1000,4.538363
-1343.433356,1000,5.13274
-1277.884489,1000,5.734113
-1208.685714,1000,6.368652
-1323.309216,1000,6.963745
-1367.228513,1000,8.81051
-1374.320165,1000,10.328403
-1044.078238,1000,11.88069
-1405.954825,1000,13.434562
-1504.882371,1000,14.978715
-1356.535555,1000,16.463397
-1482.436555,1000,18.037345
-1290.628369,1000,19.586471
-1406.427938,1000,21.145741
-709.034161,1000,22.663199
-1419.199126,1000,24.244765
-1356.407185,1000,25.695921
-1417.416975,1000,27.247464
-1506.22255,1000,28.776124
-1298.248183,1000,30.366934
-1120.311698,1000,37.136223
-1505.023411,1000,38.661914
-1270.718543,1000,40.204107
-1235.475367,1000,41.766688
-1459.323782,1000,43.294838
-1345.558292,1000,44.836744
-1469.045183,1000,46.316189
-1244.958818,1000,47.916626
-1087.966985,1000,49.463814
-1346.253207,1000,51.006058
-1197.483112,1000,52.539772
-1419.702966,1000,54.114262
-1317.307881,1000,55.595603
-1456.713295,1000,57.141582
-1323.723219,1000,58.680124
-1138.658875,1000,60.241453
-1283.739287,1000,61.790542
-1348.732713,1000,63.264549
-1284.485906,1000,64.821155
-1069.328473,1000,66.398365
-1054.649457,1000,67.935494
-848.318019,1000,69.466454
-1335.122166,1000,70.942326
-1292.800021,1000,72.514679
-1405.889075,1000,74.084546
-941.266746,1000,80.74012
-1192.230171,1000,82.235251
-489.287238,1000,83.774168
-1279.954162,1000,85.218004
-728.663232,1000,86.713141
-843.468599,1000,88.194584
-1184.417531,1000,89.742893
-1310.439301,1000,91.263504
-1420.361607,1000,92.730441
-1388.113936,1000,94.243417
-292.776606,1000,95.799916
-680.718387,1000,97.29363
-1026.637092,1000,98.797989
-7.257032,1000,100.233736
-385.063207,1000,101.799548
-860.348696,1000,103.31731
-378.254746,1000,104.850452
-1136.545321,1000,106.414911
-1166.119433,1000,107.994627
-193.955865,1000,109.445201
402.13513,1000,110.964109
-655.22085,1000,112.482492
-360.030564,1000,114.054897
138.020861,1000,115.583889
323.579168,1000,117.035789
-399.556211,1000,123.639362
-1005.529367,1000,125.190872
-506.107932,1000,126.704392
-890.967574,1000,128.224078
219.526968,1000,129.679745
-1091.65661,1000,131.262932
112.873551,1000,132.785181
476.755845,1000,134.310897
450.229245,1000,135.842172
311.375754,1000,137.402719
530.094629,1000,138.868366
441.891822,1000,140.388126
128.662686,1000,141.893026
503.342342,1000,143.451937
360.08701,1000,144.958186
344.922775,1000,146.407507
412.424026,1000,147.926002
441.103595,1000,149.501352
91.515117,1000,151.058753
302.10524,1000,152.562446
369.148503,1000,154.012711
410.159302,1000,155.558545
227.31065,1000,157.104687
450.10374,1000,158.660075
504.482418,1000,160.256158
-83.517249,1000,166.902898
172.510064,1000,168.376466
-373.214805,1000,169.910455
519.668674,1000,171.442567
467.919973,1000,172.985282
422.135154,1000,174.493912
-862.644219,1000,175.963752
524.320736,1000,177.482223
514.096971,1000,179.067436
567.450399,1000,180.599427
519.843582,1000,182.109307
436.674242,1000,183.553275
575.598003,1000,185.067614
453.391097,1000,186.535061
579.761749,1000,188.022985
503.309401,1000,189.504897
398.145815,1000,191.016585
567.949363,1000,192.451825
494.763707,1000,193.911837
546.97551,1000,195.399734
349.35874,1000,196.936519
359.711299,1000,198.384241
417.474052,1000,199.779238
452.149566,1000,201.232961
285.922775,1000,202.736144
417.919351,1000,209.036304
499.45091,1000,210.524741
472.621572,1000,211.913307
414.020868,1000,213.42639
395.966869,1000,214.901397
463.253237,1000,216.404997
330.58948,1000,217.905476
336.303862,1000,219.449059
312.94196,1000,220.883065
519.85325,1000,222.347055
473.160286,1000,223.806005
429.304631,1000,225.307456
532.726273,1000,226.766625
319.876333,1000,228.153646
458.018283,1000,229.62997
516.018652,1000,231.13399
550.683103,1000,232.603922
594.176464,1000,234.072834
480.007056,1000,235.482863
-390.560803,1000,236.999027
487.034472,1000,238.463377
544.749576,1000,239.928258
585.008067,1000,241.398438
494.308983,1000,242.911386
395.08853,1000,244.307668
212.466176,1000,250.642788
505.236104,1000,252.111
499.271563,1000,253.616028
533.145379,1000,255.076185
564.515585,1000,256.482592
517.285119,1000,257.935257
488.372287,1000,259.450817
477.131022,1000,260.919457
582.380712,1000,262.38871
128.712129,1000,263.806247
528.578358,1000,265.324967
567.158226,1000,266.7797
574.543864,1000,268.234281
525.447487,1000,269.740643
562.915386,1000,271.236347
530.946203,1000,272.647338
545.064136,1000,274.149131
129.352334,1000,275.665922
589.867445,1000,277.211533
586.376403,1000,278.723795
-702.729933,1000,280.145884
-886.883379,1000,281.630639
550.401015,1000,283.140527
525.386141,1000,284.61198
588.09635,1000,286.078365
556.534146,1000,292.320554
582.015357,1000,293.826027
508.901093,1000,295.297355
560.593092,1000,296.767133
585.385073,1000,298.234938
585.024606,1000,299.73835
-440.514093,1000,301.158247
228.886164,1000,302.6283
511.382859,1000,304.092104
511.73304,1000,305.603419
575.717242,1000,307.07512
612.520628,1000,308.489544
250.934504,1000,309.966607
588.375193,1000,311.478647
588.48508,1000,312.945263
584.545904,1000,314.413656
472.541952,1000,315.823787
583.190147,1000,317.33747
573.390258,1000,318.800405
542.220951,1000,320.263341
579.606907,1000,321.735118
588.465284,1000,323.251041
479.833379,1000,324.668748
603.677144,1000,326.129504
573.193522,1000,327.606635
527.938465,1000,333.996716
587.620368,1000,335.512172
565.38324,1000,336.958778
486.203573,1000,338.466944
577.335264,1000,340.03544
612.219821,1000,341.507109
590.48211,1000,342.968151
602.050303,1000,344.373414
531.189218,1000,345.924141
524.812132,1000,347.433334
-341.117413,1000,348.937207
620.159224,1000,350.440103
523.433439,1000,351.981229
567.520142,1000,353.436702
576.357712,1000,354.94916
615.713394,1000,356.458353
447.429969,1000,358.00652
386.479799,1000,359.499196
402.967179,1000,360.943667
566.891587,1000,362.441001
604.30923,1000,363.969616
592.267704,1000,365.468748
563.504734,1000,366.974552
611.759689,1000,368.421643
639.408528,1000,369.988845
555.924196,1000,376.580121
609.083217,1000,378.105015
643.089178,1000,379.626291
