#{"t_start": 1671662179.6153598, "env_id": "AntBulletEnv-v0"}
r,l,t
3183.084369,1000,1.055751
3160.521602,1000,2.06566
3184.486022,1000,3.068069
3138.830551,1000,4.070153
3141.550685,1000,5.068557
3171.036199,1000,6.069812
3119.722446,1000,7.070662
3188.722332,1000,8.070051
3149.467826,1000,9.069227
3178.518863,1000,10.071826
3091.304978,1000,11.074649
3119.560501,1000,12.075135
3162.476169,1000,13.071761
3178.528233,1000,14.071094
3113.335891,1000,15.07216
3178.182509,1000,16.09456
3192.217264,1000,17.10572
3117.054096,1000,18.109678
3165.438592,1000,19.112658
3149.569525,1000,20.113261
3133.101505,1000,21.119128
3091.960149,1000,22.124788
3070.251014,1000,23.129335
3163.983376,1000,24.133667
3015.596417,1000,25.137414
3168.951663,1000,26.136109
3173.492133,1000,27.136503
3178.650751,1000,28.138344
3112.344049,1000,29.139241
3131.910458,1000,30.141928
3145.347782,1000,31.140748
3163.447332,1000,32.141158
3164.610932,1000,33.141557
3165.025212,1000,34.144134
3180.395691,1000,35.143832
3152.1447,1000,36.145816
3182.557717,1000,37.146151
3145.975587,1000,38.146619
3200.947228,1000,39.145865
3111.550854,1000,40.144506
3185.159041,1000,41.142846
3072.910462,1000,42.144901
3161.063147,1000,43.166591
3128.139333,1000,44.168647
3162.510486,1000,45.170063
3159.810108,1000,46.169667
3128.857621,1000,47.205847
3156.699556,1000,48.210166
3192.452324,1000,49.213431
3101.975979,1000,50.21535
3149.052021,1000,51.246958
3151.644972,1000,52.273572
3189.171375,1000,53.304613
3164.895276,1000,54.338045
3103.637922,1000,55.369577
3159.065993,1000,56.399022
3129.981601,1000,57.430467
3123.566905,1000,58.461308
3088.881227,1000,59.492638
3145.196622,1000,60.521015
3127.447012,1000,61.548859
3129.771692,1000,62.580294
3142.876143,1000,63.613117
3144.902018,1000,64.645375
3199.897847,1000,65.674066
3097.334159,1000,66.701584
3108.13025,1000,67.727287
3170.174696,1000,68.753466
3178.626398,1000,69.779875
3157.156543,1000,70.806002
3122.631414,1000,71.832876
3136.034891,1000,72.860457
3144.128975,1000,73.885038
3143.663693,1000,74.91139
3107.650999,1000,75.938391
3180.521044,1000,76.965247
3179.921288,1000,77.998322
3127.816222,1000,79.03261
3145.201625,1000,80.064752
