#{"t_start": 1669289877.9412725, "env_id": "HalfCheetahBulletEnv-v0"}
r,l,t
-1229.456479,1000,0.719698
-1111.063377,1000,1.338721
-1408.902682,1000,1.941943
-1326.769862,1000,2.545538
-1397.98572,1000,3.182699
-1150.479245,1000,3.814607
-1203.327469,1000,4.427594
-1246.45546,1000,5.03761
-1279.052704,1000,5.663748
-1416.047296,1000,6.274857
-963.797317,1000,14.336063
-1066.888706,1000,22.525299
-901.168071,1000,31.007811
-901.967318,1000,39.263311
-1084.62337,1000,47.649699
-869.48097,1000,55.903863
-617.80924,1000,64.326382
-329.269137,1000,72.761269
18.905342,1000,81.034743
-114.222452,1000,89.188455
105.364305,1000,97.774905
335.539168,1000,105.964824
421.93134,1000,114.487846
212.990401,1000,122.755341
406.388868,1000,131.185616
258.272792,1000,143.484215
234.890205,1000,151.592916
775.803264,1000,159.593423
669.918271,1000,167.772726
81.559896,1000,175.760581
572.426723,1000,183.961837
668.888531,1000,192.01728
-438.187656,1000,200.248444
29.496836,1000,208.438652
162.798224,1000,216.75458
609.161762,1000,224.853692
953.622587,1000,233.189339
786.839015,1000,241.285137
837.89861,1000,249.470139
-299.481511,1000,257.609293
169.268852,1000,265.821439
662.947525,1000,273.9458
914.978138,1000,282.222845
681.248619,1000,290.45118
1098.947296,1000,298.821021
663.705635,1000,306.918887
1136.635842,1000,315.280563
1095.42605,1000,323.435368
1054.495474,1000,331.863144
905.427977,1000,339.96291
1146.130563,1000,352.82267
1107.124369,1000,361.001049
1043.043892,1000,369.311365
1046.284069,1000,377.41526
1221.612742,1000,385.784127
1187.909496,1000,394.055224
883.354036,1000,402.358547
1044.670883,1000,410.550008
965.476341,1000,418.80226
1000.043877,1000,426.868874
1166.412726,1000,435.153952
888.976404,1000,443.278931
1225.074673,1000,451.512535
1082.690744,1000,459.710261
1239.993171,1000,468.009066
1246.765863,1000,476.145069
863.020268,1000,484.33853
1186.273548,1000,492.438312
1168.989226,1000,500.69016
1306.851249,1000,508.844055
1202.361822,1000,517.066898
1286.998082,1000,525.376837
1159.245405,1000,533.62677
1364.320631,1000,541.664661
1538.989446,1000,549.850088
1579.71086,1000,562.236967
1067.362512,1000,570.523438
1289.362675,1000,578.604547
1385.502982,1000,586.889679
1550.032724,1000,594.968729
1073.05235,1000,603.238889
1508.106922,1000,611.445734
1438.840004,1000,619.697391
1284.994461,1000,628.180729
1463.146348,1000,636.485858
1475.678441,1000,644.666582
1493.411413,1000,652.918392
1512.315923,1000,661.140897
1526.564322,1000,669.457573
1345.765722,1000,677.607474
1424.729046,1000,685.874952
1414.266503,1000,694.054363
1582.880488,1000,702.656443
1550.847734,1000,710.89365
1464.174687,1000,719.169145
1684.996106,1000,727.575355
1534.462376,1000,735.860795
1710.239779,1000,744.058706
1591.569942,1000,752.37011
1320.545663,1000,760.556989
1577.00613,1000,773.092287
1650.729164,1000,781.257581
1639.243705,1000,789.829766
1693.101943,1000,798.024245
1727.316583,1000,806.39402
1726.626123,1000,814.586524
1627.772118,1000,823.026768
1589.296549,1000,831.451191
1611.393873,1000,839.897608
1627.269642,1000,848.188398
1725.647692,1000,856.602987
1596.273087,1000,864.892112
1753.245679,1000,873.339463
1662.090089,1000,881.545814
1611.734961,1000,889.901038
1734.858451,1000,898.134824
1695.939968,1000,906.543317
1730.478953,1000,914.815314
1710.829803,1000,923.16836
1702.344967,1000,931.457769
1850.295151,1000,939.932095
1761.398231,1000,948.235714
1726.013452,1000,956.902234
1793.585628,1000,965.249086
1844.991779,1000,973.742301
1733.972238,1000,986.312185
1830.443638,1000,994.805633
1864.548929,1000,1003.150265
1818.009571,1000,1011.702058
1779.688286,1000,1020.155272
1827.208172,1000,1028.653751
1700.464414,1000,1037.149088
1786.939275,1000,1045.886473
1846.532996,1000,1054.451815
1885.425786,1000,1063.171535
1817.131181,1000,1071.767577
1692.379711,1000,1080.552186
1913.811208,1000,1089.177583
1909.826623,1000,1097.947393
1932.625862,1000,1106.689305
1876.423844,1000,1115.492213
1884.26669,1000,1124.137338
2019.747805,1000,1132.921153
1920.174725,1000,1141.642078
1903.594376,1000,1150.466228
2035.444741,1000,1159.172355
1883.652363,1000,1167.975894
2016.355223,1000,1176.653215
1831.646283,1000,1185.551438
1897.733326,1000,1194.243423
1869.838368,1000,1208.253091
1795.938066,1000,1217.272184
1926.659707,1000,1226.119587
1939.404038,1000,1234.784803
1851.05633,1000,1243.559772
1945.913332,1000,1252.23585
1989.574553,1000,1261.114817
1859.280317,1000,1269.771928
1968.741259,1000,1278.530893
2080.843283,1000,1287.176569
1874.68892,1000,1296.011162
2080.790912,1000,1304.686048
2038.256085,1000,1313.508626
1936.40814,1000,1322.158404
2048.083248,1000,1331.015058
2015.791719,1000,1339.659138
2109.774148,1000,1348.402013
1792.281205,1000,1357.048424
2124.864911,1000,1365.96057
1977.085045,1000,1374.589316
2079.405232,1000,1383.363974
1954.850663,1000,1392.027202
2050.708524,1000,1400.83627
2039.952651,1000,1409.477938
2010.333417,1000,1418.158387
1972.159489,1000,1431.01475
2067.986868,1000,1439.821633
2084.470363,1000,1448.497387
2098.443143,1000,1457.318813
2073.973072,1000,1466.007454
2014.402388,1000,1474.96841
2190.998637,1000,1483.776764
2054.68125,1000,1492.669401
2044.782949,1000,1501.540282
1968.255176,1000,1510.562473
2032.123022,1000,1519.339767
2003.240806,1000,1528.33271
2055.664397,1000,1537.141553
2046.811092,1000,1546.11216
1955.801084,1000,1554.918983
2024.995169,1000,1563.838833
2036.871192,1000,1572.642852
1722.014564,1000,1581.725624
2077.904417,1000,1590.506001
2110.195202,1000,1599.421259
2127.976217,1000,1608.234886
2130.915936,1000,1617.229012
2156.520375,1000,1626.021723
2061.209495,1000,1634.926615
2118.752553,1000,1643.710673
2125.960413,1000,1656.817312
2139.030355,1000,1665.580896
2145.971032,1000,1674.551322
2235.40835,1000,1683.378761
1910.294158,1000,1692.405698
2211.665754,1000,1701.176125
2076.465065,1000,1710.134702
2209.611664,1000,1718.897302
2130.633198,1000,1727.875372
2115.830839,1000,1736.650729
2208.115993,1000,1745.589274
2113.329953,1000,1754.408207
2169.998356,1000,1763.335191
2231.470914,1000,1772.079693
2119.860991,1000,1781.021198
2170.083892,1000,1789.838471
2211.57697,1000,1798.79657
2227.204403,1000,1807.553904
2129.988765,1000,1816.476869
2126.789128,1000,1825.22594
2142.717736,1000,1834.144658
