#{"t_start": 1671746021.6627736, "env_id": "AntBulletEnv-v0"}
r,l,t
3310.315205,1000,1.11313
3292.221529,1000,2.159345
3258.735807,1000,3.192543
3262.248255,1000,4.227364
3314.793489,1000,5.259117
3242.885225,1000,6.29335
3278.732837,1000,7.324017
3297.090359,1000,8.355944
3277.526085,1000,9.389141
3095.332307,1000,10.423038
3306.339261,1000,11.456037
3210.116176,1000,12.488614
3246.364742,1000,13.525954
3333.662991,1000,14.557323
3337.131125,1000,15.58625
3315.09013,1000,16.616779
3315.86661,1000,17.650389
3339.618048,1000,18.682125
3308.710975,1000,19.713192
3288.13227,1000,20.746611
3342.517822,1000,21.778656
3329.456355,1000,22.810615
3335.20294,1000,23.843446
3323.850989,1000,24.874578
3319.47326,1000,25.904404
3195.509048,1000,26.936956
3324.335611,1000,27.969235
3259.536588,1000,29.003945
3262.873678,1000,30.036217
3343.435324,1000,31.067701
3337.124039,1000,32.099264
3331.914917,1000,33.132962
3326.904637,1000,34.165945
3317.458197,1000,35.198874
3289.162146,1000,36.231456
3311.044487,1000,37.263868
3259.850209,1000,38.297163
3307.268842,1000,39.331784
3303.528165,1000,40.367385
3347.177168,1000,41.397346
3292.356595,1000,42.432664
3331.878304,1000,43.464006
3340.789495,1000,44.491778
3335.821432,1000,45.524045
3308.022857,1000,46.556124
3293.334848,1000,47.591158
3284.823731,1000,48.62481
3185.848514,1000,49.657885
620.355845,1000,50.739911
3317.115855,1000,51.77459
3330.027888,1000,52.806962
3350.798007,1000,53.83674
3287.248142,1000,54.869987
3315.893245,1000,55.90272
3316.751067,1000,56.935829
3300.472137,1000,57.970079
3331.03265,1000,59.001388
3304.657734,1000,60.031407
3344.754492,1000,61.062323
3338.855557,1000,62.092535
3304.691341,1000,63.122615
3354.594961,1000,64.152638
3273.898908,1000,65.183196
3314.679354,1000,66.213694
3341.927934,1000,67.245902
3225.963276,1000,68.275691
3348.698501,1000,69.306125
3275.668925,1000,70.337554
3256.215467,1000,71.366926
3305.375086,1000,72.399438
3327.366544,1000,73.430291
3345.430475,1000,74.466971
3338.255792,1000,75.500084
3319.331365,1000,76.533403
3173.811908,1000,77.568434
3293.148739,1000,78.601215
3322.919757,1000,79.63517
3340.423796,1000,80.66666
3316.224467,1000,81.699011
3210.248871,1000,82.732103
3235.538176,1000,83.767351
3317.928699,1000,84.79924
3303.511238,1000,85.832093
3357.186772,1000,86.862226
3329.119098,1000,87.896814
3332.382106,1000,88.932333
3273.234541,1000,89.967237
3284.763305,1000,91.000292
3319.514131,1000,92.03456
3325.178061,1000,93.068007
3323.364905,1000,94.101061
3245.535586,1000,95.130899
3273.99488,1000,96.164072
3325.607023,1000,97.198163
3249.727004,1000,98.231454
3263.25831,1000,99.266727
3328.399532,1000,100.301138
3270.511935,1000,101.341732
3347.661357,1000,102.378938
3349.157938,1000,103.413228
3223.199287,1000,104.45154
3342.482077,1000,105.487299
3332.847158,1000,106.523465
3318.242953,1000,107.555531
3324.312301,1000,108.59005
3319.3454,1000,109.622109
3279.426949,1000,110.657021
3274.674259,1000,111.688867
3322.926729,1000,112.721551
3314.965155,1000,113.755555
3307.909428,1000,114.791614
3310.477307,1000,115.825881
3313.816521,1000,116.859985
3324.747482,1000,117.893185
3340.441511,1000,118.925908
3272.264791,1000,119.958189
3309.94912,1000,120.990277
3270.531611,1000,122.024357
3260.096647,1000,123.058261
3321.645405,1000,124.129651
3180.31167,1000,125.178924
3312.720583,1000,126.21501
3253.411617,1000,127.250409
3350.618999,1000,128.286069
3340.088672,1000,129.319904
3323.908868,1000,130.3549
3308.377579,1000,131.393668
3258.833335,1000,132.442513
3187.719845,1000,133.485924
3356.439138,1000,134.521316
3314.46808,1000,135.556846
3211.30787,1000,136.591834
3352.029912,1000,137.626277
3342.466214,1000,138.662338
3341.35965,1000,139.697904
3328.485493,1000,140.73348
3322.725117,1000,141.769917
3292.411158,1000,142.805344
3311.00953,1000,143.841598
3318.953679,1000,144.87636
3301.240951,1000,145.910963
3356.22712,1000,146.947174
3124.804515,1000,147.982669
3335.287305,1000,149.017149
3253.944557,1000,150.050969
3333.049228,1000,151.087942
3300.025341,1000,152.122616
3298.55155,1000,153.153574
3315.430304,1000,154.186022
3345.747704,1000,155.222066
3262.874786,1000,156.258131
3347.77548,1000,157.291029
3307.295323,1000,158.325809
3307.484009,1000,159.358569
3346.603219,1000,160.39217
3340.683609,1000,161.42947
3288.475863,1000,162.464615
3318.764538,1000,163.497628
3352.241503,1000,164.528517
3332.025111,1000,165.564347
3039.486556,1000,166.601861
3284.468257,1000,167.632161
3330.887333,1000,168.664629
3317.182571,1000,169.695898
3332.177704,1000,170.730224
3308.662928,1000,171.764771
3347.075207,1000,172.798907
3291.889259,1000,173.831455
3269.50862,1000,174.865073
3311.961078,1000,175.900273
3270.075901,1000,176.934702
3312.892894,1000,177.968003
3290.524238,1000,179.001688
3286.723365,1000,180.034133
3337.466187,1000,181.069165
3348.224417,1000,182.102213
3329.551731,1000,183.135388
3341.456078,1000,184.1669
3283.022776,1000,185.199391
3345.12014,1000,186.232827
3207.441054,1000,187.268669
3289.691499,1000,188.304904
3339.224648,1000,189.337079
3309.879175,1000,190.367894
3348.378269,1000,191.402047
3281.124063,1000,192.434992
3268.746138,1000,193.469017
3324.651987,1000,194.499132
